nct_id,cancer_type,cancer_type_label,multi_subtype,categories_matched,generic_listed,source
NCT07165132,multi,Multiple cancer types / basket or umbrella,multiple named cancers,neuroendocrine_endocrine;pancreatic,1,conditions
NCT06127407,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06315309,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07195916,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06712316,lung,Lung & thoracic,,lung,0,conditions
NCT06465199,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;other_named;sarcoma,0,conditions
NCT07220993,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT05956821,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07058571,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05957536,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT03128034,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07541170,lung,Lung & thoracic,,lung,0,conditions
NCT05471856,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06622057,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07221357,colorectal,Colorectal,,colorectal,0,conditions
NCT05917145,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07566377,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn,0,conditions
NCT05734066,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06052839,head_neck,Head & neck,,head_neck,0,conditions
NCT07177079,leukemia,Leukemia,,leukemia,0,conditions
NCT02476786,breast,Breast,,breast,0,conditions
NCT06728072,colorectal,Colorectal,,colorectal,0,conditions
NCT03975231,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT06006273,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06879041,prostate,Prostate,,prostate,0,conditions
NCT04643366,colorectal,Colorectal,,colorectal,0,conditions
NCT04276870,leukemia,Leukemia,,leukemia,0,conditions
NCT05356741,other_unclassified,Other / unclassified,,,0,none
NCT05192122,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05836324,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04725903,prostate,Prostate,,prostate,0,conditions
NCT06990542,prostate,Prostate,,prostate,0,conditions
NCT06376669,kidney,Kidney,,kidney,0,conditions
NCT07101445,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05739981,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06771219,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07136428,breast,Breast,,breast,0,conditions
NCT04198766,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;gastric_esophageal;head_neck;kidney;lung;melanoma_skin,1,conditions
NCT07354919,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;lung;pancreatic;prostate,0,conditions
NCT06209619,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07409272,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06787612,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT05941507,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05672251,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lung;lymphoma,0,conditions
NCT04269902,leukemia,Leukemia,,leukemia,0,conditions
NCT07062965,breast,Breast,,breast,0,conditions
NCT05595499,breast,Breast,,breast,0,conditions
NCT05977907,head_neck,Head & neck,,head_neck,0,conditions
NCT07510334,kidney,Kidney,,kidney,0,conditions
NCT06518564,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT05620771,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT05027633,other_unclassified,Other / unclassified,,,0,none
NCT05440708,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07525206,colorectal,Colorectal,,colorectal,0,conditions
NCT07365306,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06586515,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,0,conditions
NCT07228832,colorectal,Colorectal,,colorectal,0,conditions
NCT06540963,other_named,Other named cancer,,other_named,0,conditions
NCT06838676,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06686043,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07029399,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,breast,1,conditions+title
NCT05985655,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gynecologic;head_neck;lung;pancreatic,0,conditions
NCT06796998,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05519449,prostate,Prostate,,prostate,0,conditions
NCT07306832,leukemia,Leukemia,,leukemia,0,conditions
NCT07644598,prostate,Prostate,,prostate,0,conditions
NCT06780787,colorectal,Colorectal,,colorectal,0,conditions
NCT05886049,leukemia,Leukemia,,leukemia,0,conditions
NCT07654426,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06576115,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT05722418,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT03936478,breast,Breast,,breast,0,conditions
NCT07218926,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06495125,lung,Lung & thoracic,,lung,0,conditions
NCT07227025,lung,Lung & thoracic,,lung,0,conditions
NCT05036226,prostate,Prostate,,prostate,1,conditions
NCT07155226,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT06868485,lung,Lung & thoracic,,lung,0,conditions
NCT06245889,breast,Breast,,breast,0,conditions
NCT06461650,breast,Breast,,breast,0,conditions
NCT07191717,breast,Breast,,breast,0,conditions
NCT04792489,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07612189,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04205968,other_named,Other named cancer,,other_named,0,conditions
NCT03104491,leukemia,Leukemia,,leukemia,0,conditions
NCT07178808,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT07437950,leukemia,Leukemia,,leukemia,0,conditions
NCT05467891,breast,Breast,,breast,0,conditions
NCT07218510,leukemia,Leukemia,,leukemia,0,conditions
NCT07053059,leukemia,Leukemia,,leukemia,0,conditions
NCT05477576,multi,Multiple cancer types / basket or umbrella,multiple named cancers,neuroendocrine_endocrine;pancreatic,0,conditions
NCT05875168,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06441890,breast,Breast,,breast,0,conditions
NCT06826768,prostate,Prostate,,prostate,0,conditions
NCT07429110,colorectal,Colorectal,,colorectal,0,conditions
NCT04645160,liver_biliary,Liver & biliary,,liver_biliary,1,conditions
NCT07634380,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;melanoma_skin,0,conditions
NCT05183035,leukemia,Leukemia,,leukemia,0,conditions
NCT06223659,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT05195710,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06193759,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05106296,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05893888,head_neck,Head & neck,,head_neck,0,conditions
NCT05305924,breast,Breast,,breast,0,conditions
NCT06378346,prostate,Prostate,,prostate,0,conditions
NCT06533826,breast,Breast,,breast,0,conditions
NCT07374029,leukemia,Leukemia,,leukemia,0,conditions
NCT06452277,lung,Lung & thoracic,,lung,0,conditions
NCT06518551,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07506239,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06435429,breast,Breast,,breast,0,conditions
NCT07581002,leukemia,Leukemia,,leukemia,0,conditions
NCT06408194,leukemia,Leukemia,,leukemia,0,conditions
NCT07073794,prostate,Prostate,,prostate,0,conditions
NCT07346157,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06492122,prostate,Prostate,,prostate,0,conditions
NCT06663072,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT04903119,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06961565,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT05702853,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT05673928,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06158139,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT07201519,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;liver_biliary,0,conditions
NCT07214532,breast,Breast,,breast,0,conditions
NCT07535463,lung,Lung & thoracic,,lung,0,conditions
NCT07192614,prostate,Prostate,,prostate,0,conditions
NCT06271252,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lymphoma;myeloma,1,conditions
NCT06470243,prostate,Prostate,,prostate,0,conditions
NCT04065399,leukemia,Leukemia,,leukemia,0,conditions
NCT07379125,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT07402876,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06789848,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06799026,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05417308,breast,Breast,,breast,0,conditions
NCT06792825,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06600698,prostate,Prostate,,prostate,0,conditions
NCT06498648,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07318558,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06545955,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT05432635,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06835972,kidney,Kidney,,kidney,0,conditions
NCT06344130,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06712355,lung,Lung & thoracic,,lung,0,conditions
NCT04899908,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;breast;colorectal;lung;melanoma_skin,1,conditions
NCT05118789,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07098338,lung,Lung & thoracic,,lung,0,conditions
NCT05310448,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06652438,leukemia,Leukemia,,leukemia,0,conditions
NCT05708352,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06132685,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT06646276,lung,Lung & thoracic,,lung,0,conditions
NCT06376526,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07529808,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gastric_esophageal;pancreatic,1,conditions
NCT05208047,sarcoma,Sarcoma,,sarcoma,1,conditions
NCT06103838,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07594015,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT05976763,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05841563,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05687604,other_unclassified,Other / unclassified,,,0,none
NCT02310399,other_unclassified,Other / unclassified,,,0,none
NCT07375992,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06266611,other_unclassified,Other / unclassified,,,0,none
NCT06916767,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT06846671,leukemia,Leukemia,,leukemia,0,conditions
NCT04472767,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT05726292,prostate,Prostate,,prostate,0,conditions
NCT06902311,breast,Breast,,breast,0,conditions
NCT06824467,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT03051464,colorectal,Colorectal,,colorectal,0,conditions
NCT04114136,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;gastric_esophageal;head_neck;liver_biliary;lung;melanoma_skin,1,conditions
NCT05627232,leukemia,Leukemia,,leukemia,0,conditions
NCT04546399,leukemia,Leukemia,,leukemia,0,conditions
NCT07220616,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,lymphoma,1,conditions+title
NCT07076498,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04644016,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn,0,conditions
NCT06270706,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07780838,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;liver_biliary,0,conditions
NCT05225363,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT03326921,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT04678648,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;colorectal;lung;pancreatic,1,conditions
NCT06016855,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,1,conditions
NCT05359848,other_unclassified,Other / unclassified,,,0,none
NCT06487221,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT05342584,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT06964009,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT05838599,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05216432,breast,Breast,,breast,1,conditions
NCT06066346,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07225270,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT00804154,multi,Multiple cancer types / basket or umbrella,unspecified (title),,1,title
NCT05103683,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;lung,1,conditions
NCT05693766,breast,Breast,,breast,0,conditions
NCT06669117,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06902376,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT05865535,multi,Multiple cancer types / basket or umbrella,unspecified (title),,1,title
NCT05570825,lung,Lung & thoracic,,lung,0,conditions
NCT07337525,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05512208,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,1,conditions
NCT07320235,leukemia,Leukemia,,leukemia,0,conditions
NCT06764940,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05610735,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT04172532,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06412198,colorectal,Colorectal,,colorectal,0,conditions
NCT06508463,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05716893,breast,Breast,,breast,0,conditions
NCT06626516,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT05055609,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07213791,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gastric_esophageal;gynecologic;liver_biliary;pancreatic,0,conditions
NCT06042569,breast,Breast,,breast,0,conditions
NCT05136846,lung,Lung & thoracic,,lung,0,conditions
NCT04485013,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07454382,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07229313,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06780670,prostate,Prostate,,prostate,0,conditions
NCT07216105,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gynecologic;head_neck;lung,0,conditions
NCT04762641,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06947083,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06596473,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT03089554,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06500273,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05805605,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn;myeloma,0,conditions
NCT06635980,breast,Breast,,breast,0,conditions
NCT05462496,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT03214562,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT04222062,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07146646,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;liver_biliary,0,conditions
NCT07416552,colorectal,Colorectal,,colorectal,0,conditions
NCT05940493,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05523947,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04002947,lymphoma,Lymphoma,,lymphoma,0,conditions
