nct_id,cancer_type,cancer_type_label,multi_subtype,categories_matched,generic_listed,source
NCT07290621,head_neck,Head & neck,,head_neck,0,conditions
NCT05874414,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT04073706,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07209449,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07219303,prostate,Prostate,,prostate,0,conditions
NCT03810651,kidney,Kidney,,kidney,0,conditions
NCT05756777,leukemia,Leukemia,,leukemia,0,conditions
NCT04523857,breast,Breast,,breast,0,conditions
NCT05819892,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06698822,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07043972,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06139107,breast,Breast,,breast,0,conditions
NCT05283330,multi,Multiple cancer types / basket or umbrella,multiple named cancers,brain_cns;breast;colorectal;gynecologic;lung;prostate,0,conditions
NCT07268053,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT06803875,other_named,Other named cancer,,other_named,0,conditions
NCT07155200,lung,Lung & thoracic,,lung,0,conditions
NCT05256641,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05493566,lung,Lung & thoracic,,lung,0,conditions
NCT07736937,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06436612,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07172919,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05880667,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,1,conditions
NCT06282575,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07463807,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT04846309,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT05096481,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07483307,breast,Breast,,breast,0,conditions
NCT07361107,colorectal,Colorectal,,colorectal,0,conditions
NCT06786533,leukemia,Leukemia,,leukemia,0,conditions
NCT05281471,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06470971,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07223034,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07217301,lung,Lung & thoracic,,lung,0,title/keywords
NCT05030298,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT06644781,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT07006506,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06463028,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06888921,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06663319,multi,Multiple cancer types / basket or umbrella,title names additional cancers,colorectal;gastric_esophageal,1,conditions+title
NCT02861898,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT05886036,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06824363,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,1,conditions
NCT07174336,breast,Breast,,breast,1,conditions
NCT06567314,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06195891,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT06118086,head_neck,Head & neck,,head_neck,0,conditions
NCT06922318,prostate,Prostate,,prostate,0,conditions
NCT06728579,breast,Breast,,breast,0,conditions
NCT06891560,head_neck,Head & neck,,head_neck,0,conditions
NCT05553782,head_neck,Head & neck,,head_neck,0,conditions
NCT05534646,prostate,Prostate,,prostate,0,conditions
NCT05544968,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT06507618,breast,Breast,,breast,0,conditions
NCT07283679,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05001880,lung,Lung & thoracic,,lung,0,conditions
NCT05932862,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07188896,kidney,Kidney,,kidney,0,conditions
NCT06693986,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06504459,leukemia,Leukemia,,leukemia,0,conditions
NCT06906562,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT07454642,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gastric_esophageal;gynecologic;lung;pancreatic,0,conditions
NCT06385080,head_neck,Head & neck,,head_neck,0,conditions
NCT06840262,other_unclassified,Other / unclassified,,,0,none
NCT04977453,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;gynecologic;kidney;lung,1,conditions
NCT04038619,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gynecologic;lung;melanoma_skin,1,conditions
NCT07190469,breast,Breast,,breast,1,conditions
NCT05835466,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT04623931,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05010031,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06106945,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05985161,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;sarcoma,1,conditions
NCT06185205,breast,Breast,,breast,0,conditions
NCT07554339,lung,Lung & thoracic,,lung,0,conditions
NCT06067269,prostate,Prostate,,prostate,0,conditions
NCT06467357,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT04165772,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,colorectal,1,conditions+title
NCT05929612,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06701812,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04196413,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06150417,prostate,Prostate,,prostate,1,conditions
NCT05968690,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06616623,lung,Lung & thoracic,,lung,0,conditions
NCT06837480,head_neck,Head & neck,,head_neck,0,conditions
NCT05846789,breast,Breast,,breast,0,conditions
NCT05986240,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07611110,prostate,Prostate,,prostate,0,conditions
NCT04573140,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07205718,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07085091,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gastric_esophageal;head_neck;lung,0,conditions
NCT06956690,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;lung;melanoma_skin,0,conditions
NCT03909282,breast,Breast,,breast,0,conditions
NCT07658196,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;other_named,1,conditions
NCT03595917,leukemia,Leukemia,,leukemia,0,conditions
NCT07044635,head_neck,Head & neck,,head_neck,0,conditions
NCT07144280,lung,Lung & thoracic,,lung,0,conditions
NCT07609940,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT06789159,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT04157127,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT05039073,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06847269,leukemia,Leukemia,,leukemia,0,conditions
NCT05951179,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT06333262,leukemia,Leukemia,,leukemia,0,conditions
NCT01409161,leukemia,Leukemia,,leukemia,0,conditions
NCT05703542,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT04322383,leukemia,Leukemia,,leukemia,0,conditions
NCT06687772,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05785754,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04402151,prostate,Prostate,,prostate,0,conditions
NCT06207123,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT06959641,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT07022470,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT03486873,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06297525,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06463340,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07581704,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT02701153,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT03215719,head_neck,Head & neck,,head_neck,0,conditions
NCT07142967,prostate,Prostate,,prostate,0,conditions
NCT06169371,breast,Breast,,breast,0,conditions
NCT07069712,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT07382544,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07431281,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT06177067,leukemia,Leukemia,,leukemia,0,conditions
NCT06104592,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07691606,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06757647,leukemia,Leukemia,,leukemia,0,conditions
NCT05417932,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07325721,prostate,Prostate,,prostate,0,conditions
NCT06630416,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,1,conditions
NCT06225804,lung,Lung & thoracic,,lung,0,conditions
NCT06249282,lung,Lung & thoracic,,lung,0,conditions
NCT07301268,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT07291076,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT05842174,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT07188090,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lymphoma;myeloma,0,conditions
NCT07193550,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07095868,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05929768,breast,Breast,,breast,0,conditions
NCT06677190,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,1,conditions
NCT05156060,head_neck,Head & neck,,head_neck,0,conditions
NCT07151391,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;neuroendocrine_endocrine,1,conditions
NCT07465835,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06757634,breast,Breast,,breast,0,conditions
NCT07223021,leukemia,Leukemia,,leukemia,0,conditions
NCT07220135,breast,Breast,,breast,0,conditions
NCT06284590,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT07219576,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;lung,0,conditions
NCT06667076,lung,Lung & thoracic,,lung,0,conditions
NCT07403721,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05366816,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07148947,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT07225101,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06686394,breast,Breast,,breast,0,conditions
NCT07642856,other_unclassified,Other / unclassified,,,0,none
NCT06001749,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06890338,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07021989,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06026410,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;kidney;lung;pancreatic,1,conditions
NCT05023018,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT05361720,kidney,Kidney,,kidney,0,conditions
NCT07139990,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lung;sarcoma,1,conditions
NCT06997068,head_neck,Head & neck,,head_neck,1,conditions
NCT05607420,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07214779,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06650579,prostate,Prostate,,prostate,0,conditions
NCT03945162,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07762586,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT04946370,prostate,Prostate,,prostate,0,conditions
NCT05480449,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT06398418,multi,Multiple cancer types / basket or umbrella,basket with a named cohort,melanoma_skin,1,conditions+title
NCT05381597,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT05672524,colorectal,Colorectal,,colorectal,0,conditions
NCT05568680,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;liver_biliary;lung,1,conditions
NCT05681780,lung,Lung & thoracic,,lung,0,conditions
NCT06521554,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04421560,lymphoma,Lymphoma,,lymphoma,1,conditions
NCT07322094,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06937866,other_named,Other named cancer,,other_named,0,conditions
NCT04260022,leukemia,Leukemia,,leukemia,0,conditions
NCT06774131,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT03322995,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT07619339,lung,Lung & thoracic,,lung,0,conditions
NCT06327477,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT05855200,colorectal,Colorectal,,colorectal,0,conditions
NCT04892173,head_neck,Head & neck,,head_neck,0,title/keywords
NCT07635056,other_named,Other named cancer,,other_named,0,conditions
NCT04169737,leukemia,Leukemia,,leukemia,0,conditions
NCT07128381,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT04024761,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT05215353,other_unclassified,Other / unclassified,,,0,none
NCT07211737,multi,Multiple cancer types / basket or umbrella,multiple named cancers,other_named;sarcoma,0,conditions
NCT06904066,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,1,conditions
NCT06075953,breast,Breast,,breast,0,conditions
NCT05557045,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06794645,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06543381,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT03861676,prostate,Prostate,,prostate,0,conditions
NCT07200089,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05624996,lung,Lung & thoracic,,lung,0,conditions
NCT06256588,head_neck,Head & neck,,head_neck,0,conditions
NCT05549661,mds_mpn,MDS & MPN,,mds_mpn,0,conditions
NCT06639074,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;sarcoma,0,conditions
NCT04508790,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05007782,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07772024,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07252479,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04150042,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;pancreatic,0,conditions
NCT04452305,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06045247,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT07033026,colorectal,Colorectal,,colorectal,0,conditions
NCT05889091,head_neck,Head & neck,,head_neck,0,conditions
NCT06263491,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT03161223,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05155046,prostate,Prostate,,prostate,0,conditions
NCT07128303,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06397027,leukemia,Leukemia,,leukemia,0,conditions
NCT05787561,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,1,conditions
NCT06545942,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gynecologic;pancreatic;prostate,1,conditions
NCT07343986,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04991870,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04787744,prostate,Prostate,,prostate,1,conditions
NCT05321134,colorectal,Colorectal,,colorectal,0,conditions
NCT03671044,breast,Breast,,breast,0,conditions
NCT07218809,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT06880549,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04991025,lung,Lung & thoracic,,lung,0,conditions
NCT03424850,prostate,Prostate,,prostate,0,conditions
NCT06259552,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;head_neck;kidney,1,conditions
NCT05142189,lung,Lung & thoracic,,lung,0,conditions
NCT05624918,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06071624,mds_mpn,MDS & MPN,,mds_mpn,0,title/keywords
NCT07071961,colorectal,Colorectal,,colorectal,0,conditions
NCT04920617,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06617923,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT04050280,leukemia,Leukemia,,leukemia,0,conditions
NCT03114462,head_neck,Head & neck,,head_neck,1,conditions
NCT05918640,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT03758989,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05413850,prostate,Prostate,,prostate,0,conditions
NCT03937635,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT07213674,prostate,Prostate,,prostate,0,conditions
NCT06275360,lung,Lung & thoracic,,lung,0,conditions
NCT06959082,head_neck,Head & neck,,head_neck,0,conditions
NCT05356182,other_unclassified,Other / unclassified,,,0,none
NCT05700721,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04889716,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06643884,other_named,Other named cancer,,other_named,0,conditions
NCT06145633,prostate,Prostate,,prostate,0,conditions
NCT07037004,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;sarcoma,0,conditions
NCT06031688,lung,Lung & thoracic,,lung,0,conditions
NCT06998342,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT05563766,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT06801002,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07288359,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;prostate,1,conditions
NCT06592924,prostate,Prostate,,prostate,0,conditions
NCT06575296,leukemia,Leukemia,,leukemia,0,conditions
NCT06705686,prostate,Prostate,,prostate,0,conditions
NCT06609005,prostate,Prostate,,prostate,0,conditions
NCT07237594,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT06340737,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT06041503,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;other_named,0,conditions
NCT00412594,leukemia,Leukemia,,leukemia,0,conditions
NCT05490472,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;lung,1,conditions
NCT05902988,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gynecologic;head_neck;lung;sarcoma,1,conditions
NCT03125642,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT04240054,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT05099003,brain_cns,Brain & CNS,,brain_cns,1,conditions
NCT07745361,prostate,Prostate,,prostate,0,conditions
NCT07052370,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04187105,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT06010329,lung,Lung & thoracic,,lung,0,conditions
NCT05412225,breast,Breast,,breast,0,conditions
NCT06324240,breast,Breast,,breast,0,conditions
NCT06594991,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT05040360,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,1,conditions
NCT07281924,melanoma_skin,Melanoma & skin,,melanoma_skin,1,conditions
NCT04516447,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,1,conditions
NCT07001384,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05443425,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT07619313,multi,Multiple cancer types / basket or umbrella,multiple named cancers,liver_biliary;pancreatic,0,conditions
NCT06806033,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05890352,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT05467748,lung,Lung & thoracic,,lung,0,conditions
NCT05797168,multi,Multiple cancer types / basket or umbrella,multiple named cancers,gynecologic;lung,0,conditions
NCT07234968,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,1,conditions
NCT05076760,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;head_neck;lung;melanoma_skin;pancreatic,1,conditions
NCT07488923,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lung;neuroendocrine_endocrine;pancreatic,0,conditions
NCT07339059,lung,Lung & thoracic,,lung,0,conditions
NCT06785415,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT02693535,multi,Multiple cancer types / basket or umbrella,multiple named cancers,lymphoma;myeloma,1,conditions
NCT07254091,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT07700160,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05726370,head_neck,Head & neck,,head_neck,0,conditions
NCT07007273,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT07548983,leukemia,Leukemia,,leukemia,0,conditions
NCT07525141,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05746897,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal;gynecologic;melanoma_skin,0,conditions
NCT06892379,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT05849662,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT03113643,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT05188508,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT04715191,multi,Multiple cancer types / basket or umbrella,multiple named cancers,kidney;liver_biliary;sarcoma,1,conditions
NCT05685173,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT04969315,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;gynecologic;head_neck;kidney;lung;prostate,0,conditions
NCT06738368,leukemia,Leukemia,,leukemia,0,conditions
NCT06215118,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT03326310,leukemia,Leukemia,,leukemia,0,conditions
NCT05401110,lung,Lung & thoracic,,lung,0,conditions
NCT06328686,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04181060,lung,Lung & thoracic,,lung,0,conditions
NCT03988283,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06515990,multi,Multiple cancer types / basket or umbrella,multiple named cancers,head_neck;lung,0,conditions
NCT06156410,sarcoma,Sarcoma,,sarcoma,0,conditions
NCT06742996,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT04613596,lung,Lung & thoracic,,lung,0,conditions
NCT02917083,lymphoma,Lymphoma,,lymphoma,0,conditions
NCT06100705,prostate,Prostate,,prostate,0,conditions
NCT06839456,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn,0,conditions
NCT07043270,pancreatic,Pancreatic,,pancreatic,0,conditions
NCT06241456,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT06731894,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;colorectal,0,conditions
NCT05947851,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT05519241,bladder_urothelial,Bladder & urothelial,,bladder_urothelial,0,conditions
NCT07283094,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT07226869,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
NCT06466122,leukemia,Leukemia,,leukemia,0,conditions
NCT05826743,colorectal,Colorectal,,colorectal,0,conditions
NCT01042379,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;sarcoma,0,conditions
NCT06562179,multi,Multiple cancer types / basket or umbrella,multiple named cancers,liver_biliary;pancreatic,0,conditions
NCT05548296,gynecologic,"Gynecologic (ovarian, uterine, cervical)",,gynecologic,0,conditions
NCT07189403,multi,Multiple cancer types / basket or umbrella,multiple named cancers,neuroendocrine_endocrine;prostate,0,conditions
NCT05852717,lymphoma,Lymphoma,,lymphoma,1,conditions
NCT04079179,multi,Multiple cancer types / basket or umbrella,multiple named cancers,other_named;sarcoma,1,conditions
NCT07249346,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;mds_mpn,0,conditions
NCT06616155,prostate,Prostate,,prostate,0,conditions
NCT06871410,leukemia,Leukemia,,leukemia,0,conditions
NCT06369246,prostate,Prostate,,prostate,0,conditions
NCT06610682,multi,Multiple cancer types / basket or umbrella,multiple named cancers (title/keywords),brain_cns;sarcoma,0,title/keywords
NCT05187182,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT05419076,lung,Lung & thoracic,,lung,1,conditions
NCT05677490,gastric_esophageal,Gastric & esophageal,,gastric_esophageal,0,conditions
NCT06979596,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT04969835,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;gynecologic;head_neck;sarcoma,0,conditions
NCT07465276,head_neck,Head & neck,,head_neck,0,conditions
NCT04683679,breast,Breast,,breast,0,conditions
NCT07160725,multi,Multiple cancer types / basket or umbrella,unspecified solid / hematologic,,1,conditions
NCT03829540,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma,0,conditions
NCT05794880,multi,Multiple cancer types / basket or umbrella,multiple named cancers,leukemia;lymphoma;mds_mpn,0,conditions
NCT07377435,myeloma,Myeloma & plasma cell,,myeloma,0,conditions
NCT04150497,leukemia,Leukemia,,leukemia,0,conditions
NCT05916313,brain_cns,Brain & CNS,,brain_cns,0,conditions
NCT06995521,other_unclassified,Other / unclassified,,,0,none
NCT07182149,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gastric_esophageal;gynecologic;head_neck;lung,0,conditions
NCT06790693,breast,Breast,,breast,0,conditions
NCT07321652,leukemia,Leukemia,,leukemia,0,conditions
NCT03604315,multi,Multiple cancer types / basket or umbrella,multiple named cancers,breast;gynecologic,1,conditions
NCT06582017,multi,Multiple cancer types / basket or umbrella,multiple named cancers,bladder_urothelial;breast;gynecologic;kidney;liver_biliary;lung;pancreatic;prostate,1,conditions
NCT06016179,lung,Lung & thoracic,,lung,1,conditions
NCT06067841,prostate,Prostate,,prostate,0,conditions
NCT07087054,neuroendocrine_endocrine,Neuroendocrine & endocrine,,neuroendocrine_endocrine,0,conditions
NCT05971758,other_unclassified,Other / unclassified,,,0,none
NCT07670858,melanoma_skin,Melanoma & skin,,melanoma_skin,0,conditions
NCT04872478,leukemia,Leukemia,,leukemia,0,conditions
NCT07629960,multi,Multiple cancer types / basket or umbrella,multiple named cancers,colorectal;lung;pancreatic,1,conditions
NCT06980038,head_neck,Head & neck,,head_neck,0,conditions
NCT05422690,liver_biliary,Liver & biliary,,liver_biliary,0,conditions
